"_EMAIL_SESCONTESTJOINFEES_PAYMENT_ADMINREQUESTAPPROVED_SUBJECT";"Admin approve entry payment request for [contest_title]"
"_EMAIL_SESCONTESTJOINFEES_PAYMENT_ADMINREQUESTAPPROVED_BODY";"[header]

Site Admin has been approved your entry payment request for contest: [contest_title]

Event Link: http://[host][object_link]

[footer]"

# sescontestjoinfees_payment_adminrequestcancel
"_EMAIL_SESCONTESTJOINFEES_PAYMENT_ADMINREQUESTCANCEL_TITLE";"Entry Payment Request Cancel By Admin"
"_EMAIL_SESCONTESTJOINFEES_PAYMENT_ADMINREQUESTCANCEL_DESCRIPTION";"This is the email that gets sent to a contest owner when admin cancel payment request."
"_EMAIL_SESCONTESTJOINFEES_PAYMENT_ADMINREQUESTCANCEL_SUBJECT";"Admin cancel entry payment request for [contest_title]"
"_EMAIL_SESCONTESTJOINFEES_PAYMENT_ADMINREQUESTCANCEL_BODY";"[header]

Site Admin has been cancelled your entry payment request for contest: [contest_title]

Event Link: http://[host][object_link]

[footer]"

# sescontestjoinfees_entrypayment_requestadmin
"_EMAIL_SESCONTESTJOINFEES_ENTRYPAYMENT_REQUESTADMIN_TITLE";"Entry Payment Request By Contest Owner"
"_EMAIL_SESCONTESTJOINFEES_ENTRYPAYMENT_REQUESTADMIN_DESCRIPTION";"This is the email that gets sent to a site admin when contest owner send a request for entry payment."
"_EMAIL_SESCONTESTJOINFEES_ENTRYPAYMENT_REQUESTADMIN_SUBJECT";"Payment Request by contest owner [contest_title]"
"_EMAIL_SESCONTESTJOINFEES_ENTRYPAYMENT_REQUESTADMIN_BODY";"[header]

[contest_owner] has been send you payment request for his contest: [contest_title]

Contest Link: http://[host][object_link]

[footer]"

"SES - Advanced Contests - Contests Joining Fees & Payments Syste";"Contests Joining Fees"
