"ACTIVITY_TYPE_SESMEMBER_FOLLOW_CREATE";"When someone create a content."
"ACTIVITY_TYPE_SESMEMBER_REVIEWPOST";"When someone has written review on your profile."
"ACTIVITY_TYPE_SESMEMBER_SPONSOREDMEMBER";"When admin mark as sponsored to you."
"ACTIVITY_TYPE_SESMEMBER_VIPMEMBER";"When admin mark as vip to you."
"ACTIVITY_TYPE_SESMEMBER_MEMBER_LIKES";"When someone like you."
"ADMIN_ACTIVITY_TYPE_SESMEMBER_FOLLOW";"When a user (subject) follow another user (object)."
"ADMIN_ACTIVITY_TYPE_SESMEMBER_REVIEWPOST";"When a user (subject) write a review for another user (object)."
"ACTIVITY_TYPE_SESMEMBER_FOLLOW_ACCEPTED";"When someone accept follow request"

"{item:$subject} follow you.";"{item:$subject} follow you."

"ACTIVITY_TYPE_SESMEMBER_FOLLOW_REQUEST";"When someone send you follow request."
"ACTIVITY_TYPE_SESMEMBER_FOLLOW_REQUESTACCEPT";"When follow request accept."
