"Edit your contest below, then click ""Save Changes"" to publish the contest.";"Edit your contest below, then click ""Save Changes"" to publish the contest."
"Edit Contest";"Edit Contest"
"Sort by:";"Sort by:"
"Search Contests";"Search Contests"
"Newest";"Newest"
"Views";"Views"
"Likes";"Likes"
"Comments";"Comments"
"Favourites";"Favourites"
"Followers";"Followers"
"Entry Min to Max";"Entry Min to Max"
"Entry Max to Min";"Entry Max to Min"
"Featured";"Featured"
"Sponsored";"Sponsored"
"Verified";"Verified"
"Hot";"Hot"
"Browse By";"Browse By"
"All Contests";"All Contests"
"Active & Coming Soon Contests";"Active & Coming Soon Contests"
"Active Contests";"Active Contests"
"Ended Contests";"Ended Contests"
"Coming Soon Contests";"Coming Soon Contests"
"Only My Friend\'s Contests";"Only My Friend\'s Contests"
"Only My Network Contests";"Only My Network Contests"
"Only My Contests";"Only My Contests"
"Today";"Today"
"Tomorrow";"Tomorrow"
"This Week";"This Week"
"Next Week";"Next Week"
"This Month";"This Month"
"Show";"Show"
"Alphabet:";"Alphabet:"
"Choose Date Range";"Choose Date Range"
"Search Entries";"Search Entries"
"Search In Contest";"Search In Contest"
"Rank High to Low";"Rank High to Low"
"Rank Low to High";"Rank Low to High"
"All Entries";"All Entries"
"Only My Friend\'s Entries";"Only My Friend\'s Entries"
"Only My Network Entries";"Only My Network Entries"
"Only My Entries";"Only My Entries"
"Rank";"Rank"
"Deleted Category";"Deleted Category"
"Dashboard";"Dashboard"
"This contest does not exist.";"This contest does not exist."
"Share This Contest";"Share This Contest"
"Start Time & End Time";"Start Time & End Time"
"Start Time: ";"Start Time: "
"End Time: ";"End Time: "
"Contest Start & End Date ";"Contest Start & End Date "
"Entry Submission Start & End Date ";"Entry Submission Start & End Date "
"Participation Start Time & End Time";"Participation Start Time & End Time"
"Participation Start Time: ";"Participation Start Time: "
"Participation End Time: ";"Participation End Time: "
"Voting Start & End Date ";"Voting Start & End Date "
"Voting Start Time & End Time";"Voting Start Time & End Time"
"Voting Start Time: ";"Voting Start Time: "
"Voting End Time: ";"Voting End Time: "
"Contest Start & End Date";"Contest Start & End Date"
"Entry Submission Start & End Date";"Entry Submission Start & End Date"
"Voting Start & End Date";"Voting Start & End Date"
"Timezone is a required field.";"Timezone is a required field."
"The image you selected was too large.";"The image you selected was too large."
"Your photo has been removed.";"Your photo has been removed."
"Custom Url not available.Please select other.";"Custom Url not available.Please select other."
"Main Photo is a required field.";"Main Photo is a required field."
"Contest entry doesn't exist or not authorized to delete";"Contest entry doesn't exist or not authorized to delete"
"Your contest has been deleted successfully!";"Your contest has been deleted successfully!"
"Your changes have been saved.";"Your changes have been saved."
"Your entry has been deleted.";"Your entry has been deleted."
"Contests";"Contests"
"Contest Home";"Contest Home"
"Browse Contests";"Browse Contests"
"Entries";"Entries"
"Winners";"Winners"
"Categories";"Categories"
"My Contests";"My Contests"
"Photo Contests";"Photo Contests"
"Video Contests";"Video Contests"
"Text Contests";"Text Contests"
"Audio Contests";"Audio Contests"
"Pinboard";"Pinboard"
"Report Contest";"Report Contest"
"People who added this contest as Favourite";"People who added this contest as Favourite"
"Loading ...";"Loading ..."
"by";"by"
"Your message has been sent successfully";"Your message has been sent successfully"
"No Member has been joined this contest yet.";"No Member has joined this contest yet."
"No winners has been declared yet.";"No winners have been declared yet."
"Contest has been expired.";"Contest has been expired."
"View Contest";"View Contest"
"Contest not started";"Contest not started"
"Contest Expired";"Contest Expired"
"Contest ongoing";"Contest ongoing"
"UNAPPROVED";"UNAPPROVED"
"on";"on"
"%s View";"%s View";"%s Views"
"%s Comment";"%s Comment";"%s Comments"
"%s Like";"%s Like";"%s Likes"
"%s Favourite";"%s Favourite";"%s Favourites"
"%s Vote";"%s Vote";"%s Votes"
"%s Follower";"%s Follower";"%s Followers"
"%s view";"%s view";"%s views"
"%s comment";"%s comment";"%s comments"
"%s like";"%s like";"%s likes"
"%s favourite";"%s favourite";"%s favourites"
"%s follower";"%s follower";"%s followers"
"%s entry";"%s entry";"%s entries"
"It's easy to set up. Just choose a Contest category to get started.";"It's easy to set up. Just choose a Contest category to get started."
"Creating Contest ...";"Creating Contest ..."
"Please fill the red mark fields";"Please fill the red mark fields"
"Go Back";"Go Back"
"Invalid Custom URL";"Invalid Custom URL"
"Submitting Form ...";"Submitting Form ..."
"You have reached the limit of contest creation. Please contact to the site administrator.";"You have reached the limit of contest creation. Please contact to the site administrator."
"This contest has Ended.";"This contest has Ended."
"VOTE";"VOTE"
" for your favorite photos";" for your favorite photos"
"Submit Vote";"Submit Vote"
"Already voted";"Already voted"
"Voting ended";"Voting ended"
"No one has been participated in this contest yet!";"No one has participated in this contest yet!"
"Thanks for voting";"Thanks for voting"
"your voice was heard";"your voice was heard"
"Done";"Done"
"View More";"View More"
"Voted";"Voted"
"Please wait your entry is submitting ...";"Please wait your entry is submitting ..."
"Select Your Content";"Select Your Content"
"Thanks for Participation !";"Thanks for Participation !"
"Video you are selecting are exceed the size. You can upload the video of max size";"Video you are selecting is exceeding the size. You can upload the video of max size"
"You can upload video only from here of mp4 and flv type extension.";"You can upload video only from here of mp4 and flv type extension."
"From here you can upload only mp4 and flv type video";"From here you can upload only mp4 and flv type video"
"Audio you are selecting are exceed the size. You can upload the audio of max size ";"Audio you are selecting is exceeding the size. You can upload the audio of max size "
"You can upload audio only from here of mp3 type extension.";"You can upload audio of mp3 type extension only from here."
"Select Your Audio";"Select Your Audio"
"Start Date for Contest";"Start Date for Contest"
"End Date for Contest";"End Date for Contest"
"Start Date for Entry Submission";"Start Date for Entry Submission"
"End Date for Entry Submission";"End Date for Entry Submission"
"tart Date for Voting";"tart Date for Voting"
"End Date for Voting";"End Date for Voting"
"Days left";"Days left"
"JOIN NOW";"JOIN NOW"
"JOINED";"JOINED"
"ENDED";"ENDED"
"Votes";"Votes"
"Edit Thumbnail";"Edit Thumbnail"
"Apply Changes";"Apply Changes"
"Loading...";"Loading..."
"Select a Audio";"Select a Audio"
"Loading";"Loading"
"Select a Blog";"Select a Blog"
"Your data will be overrite when you will select blog:";"Your data will be overrite when you will select blog:"
"Select a photo";"Select a photo"
"Select a Video";"Select a Video"
"Video Contest";"Video Contest"
"Audio Contest";"Audio Contest"
"Photo Contest";"Photo Contest"
"Writing Contest";"Writing Contest"
"Result Announcement Date";"Result Announcement Date"
"Result date is lower than the contest end date. Please enter an result date greater than or equal to contest end date.";"Result date is lower than the contest End date. Please enter the result date greater than or equal to contest End date."
"Result date can not be less than today date.";"Result date can not be less than the Today's date."
"contest found.";"contest found."
"contests found.";"contests found."
"List View";"List View"
"Grid View";"Grid View"
"Advanced Grid View";"Advanced Grid View"
"Pinboard View";"Pinboard View"
"There are no results that match your search. Please try again.";"There are no results that match your search. Please try again."
"%s Contest";"%s Contest";"%s Contests"
"%s Entry";"%s Entry";"%s Entries"
"Timezone Setting";"Timezone Setting"
"Select Your Time Zone";"Select Your Time Zone"
"Contests Page Settings";"Contests Page Settings"
"entry found.";"entry found."
"entries found.";"entries found."
"See All";"See All"
"No contests in this  category.";"No contests in this  category."
"Be the first to %1$spost%2$s one in this category!";"Be the first to %1$spost%2$s one in this category!"
"st";"st"
"nd";"nd"
"rd";"rd"
"th";"th"
"No categories found.";"No categories found."
"Contact Email";"Contact Email"
"Contact Phone Number";"Contact Phone Number"
"Facebook URL";"Facebook URL"
"Twitter URL";"Twitter URL"
"Linkedin URL";"Linkedin URL"
"Website URL";"Website URL"
"Conest has been Ended.";"Contest has Ended."
"Conest participation has been Ended.";"Contest entry submission has Ended."
"Conest voting has been Ended.";"Contest voting has Ended."
"Conest has been started.";"Contest has Started."
"Conest Participation has been Started.";"Contest Participation has Started."
"DD";"DD"
"HH";"HH"
"MM";"MM"
"SS";"SS"
"Contest";"Contest"
"View Entry";"View Entry"
"Next Entry";"Next Entry"
"Previous Entry";"Previous Entry"
"Open image in image viewer";"Open image in image lightbox viewer"
"Tags:";"Tags:"
"Edit Entry";"Edit Entry"
"Share Entry";"Share Entry"
"Report Entry";"Report Entry"
"Created by";"Created by"
"Created on";"Created on"
"Stats";"Stats"
"<b>%s</b> Like";"<b>%s</b> Like";"<b>%s</b> Likes"
"<b>%s</b> Comment";"<b>%s</b> Comment";"<b>%s</b> Comments"
"<b>%s</b> View";"<b>%s</b> View";"<b>%s</b> Views"
"<b>%s</b> Favourite";"<b>%s</b> Favourite";"<b>%s</b> Favourites"
"<b>%s</b> Follow";"<b>%s</b> Follow";"<b>%s</b> Followers"
"<b>%s</b> Entry";"<b>%s</b> Entry";"<b>%s</b> Entries"
"Tags";"Tags"
"When";"When"
"Details";"Details"
"Overview";"Overview"
"Other Info";"Other Info"
"Text";"Text"
"Photo";"Photo"
"Video";"Video"
"Music";"Music"
"Change Overview";"Change Overview"
"Add Overview";"Add Overview"
"There is currently no overview.";"There is currently no overview."
"Post Similar Contest";"Post Similar Contest"
"There are currently no rules.";"There are currently no rules."
"Coming Soon";"Coming Soon"
"Active";"Active"
"Entries Submission Started";"Entries Submission Started"
"Entries Submission Ended";"Entries Submission Ended"
"Voting Started";"Voting Started"
"Voting Ended";"Voting Ended"
"Upload Cover Photo";"Upload Cover Photo"
"Take Photo";"Take Photo"
"Change Cover Photo";"Change Cover Photo"
"Remove Cover Photo";"Remove Cover Photo"
"Reposition";"Reposition"
"Join Contest";"Join Contest"
"Share Contest";"Share Contest"
"Take Cover Photo";"Take Cover Photo"
"Select a cover photo";"Select a cover photo"
"Drag to Reposition";"Drag to Reposition"
"Favorited";"Favorited"
"Add to Favorites";"Add to Favorites"
"FEATURED";"FEATURED"
"SPONSORED";"SPONSORED"
"HOT";"HOT"
"Time left";"Time left"
"Choose Date";"Choose Date"
"Unfollow";"Unfollow"
"Follow";"Follow"
"Creating Contests";"Creating Contests"
"Creating contests with us is very easy. Follow 3 steps to get started and challenge your audience to participate in your contest.";"Creating contests with us is very easy. Follow 3 steps to get started and challenge your audience to participate in your contest."
"Select Category & Media Type (Photo, Video, Music or Text";"Select Category & Media Type (Photo, Video, Music or Text"
"Choose the Dates & Rules";"Choose the Dates & Rules"
"Fill Contest Basic Details";"Fill Contest Basic Details"
"Your Contest is ready to be Shared with the World!";"Your Contest is ready to be Shared with the World!"
"Participating in Contests";"Participating in Contests"
"Submit your photos, videos, music and text to various Contests, share with your friends, family and with people on our community to receive feedback and Win exciting prizes.";"Submit your photos, videos, music and text to various Contests, share with your friends, family and with people on our community to receive feedback and Win exciting prizes."
"Click on Join Now button";"Click on Join Now button"
"Submit your entry to Participate";"Submit your entry to Participate"
"Share your entry and get maximum votes";"Share your entry and get maximum votes"
"Win contests.";"Win contests."
"Following Contests";"Following Contests"
"Follow your favorite Contests and Get all updates of the contests you followed.";"Follow your favorite Contests and Get all updates of the contests you followed."
"Voting and Sharing";"Voting and Sharing"
"Use your voting power to Vote on deserving entries and make them win the contests.";"Use your voting power to Vote on deserving entries and make them win the contests."
"Share entries inside or outside this community on other social networking sites to gather more and more votes.";"Share entries inside or outside this community on other social networking sites to gather more and more votes."
"Judging";"Judging"
"Users and members on our community will use their voting power to vote the submitted entries and maximum votes will determine the Winner.";"Users and members on our community will use their voting power to vote the submitted entries and maximum votes will determine the Winner."
"When the winners are decided they will be announced here on the site. All participants will be notified when winners are announced. Winners will also receive congratulations message and email from the Contest Owners.";"When the winners are decided they will be announced here on the site. All participants will be notified when winners are announced. Winners will also receive congratulations message and email from the Contest Owners."
"Join the Contest";"Join the Contest"
"Unlike";"Unlike"
"Like";"Like"
"Total Contest";"Total Contest"
"AMAZING CONTESTS";"AMAZING CONTESTS"
"Total Entries";"Total Entries"
"ENTRIES SUBMITTED";"ENTRIES SUBMITTED"
"Total Votes";"Total Votes"
"VOTERS";"VOTERS"
"Live Ranks";"Live Ranks"
"LIVE RANK";"LIVE RANK"
"Total Winners";"Total Winners"
"WINNERS";"WINNERS"
"Media: ";"Media: "
"People Who Liked";"People Who Liked"
"People Who Favourited";"People Who Favourited"
"People Who Followed";"People Who Followed"
"Anything in here will be replaced on browsers that support the canvas element";"Anything in here will be replaced on browsers that support the canvas element"
"%s Contests Created";"%s Contests Created"
"%s Contests Participated";"%s Contests Participated"
"Participating Contests Count: ";"Participating Contests Count: "
"Created Contests Count: ";"Created Contests Count: "
"Hourly";"Hourly"
"Daily";"Daily"
"Weekly";"Weekly"
"Monthly";"Monthly"
"Blog Contest";"Blog Contest"
"Music Contest";"Music Contest"
"Note: ";"Note: "
"Your contest {item:$object} has been sent to site admin for approval.";"Your contest {item:$object} has been sent to site admin for approval."
"Your contest {item:$object} has been approved.";"Your contest {item:$object} has been approved."
"Your contest {item:$object} has been disapproved by site administrator.";"Your contest {item:$object} has been disapproved by site administrator."
"{item:$subject} has participated in your contest {item:$object}.";"{item:$subject} has participated in your contest {item:$object}."
"{item:$subject} has participated in the contest {item:$object}  you followed.";"{item:$subject} has participated in the contest {item:$object}  you followed."
"{item:$subject} likes the contest {item:$object} you followed.";"{item:$subject} likes the contest {item:$object} you followed."
"{item:$subject} followed your contest {item:$object}.";"{item:$subject} followed your contest {item:$object}."
"{item:$subject}  has commented on the contest {item:$object} you followed.";"{item:$subject}  has commented on the contest {item:$object} you followed."
"{item:$subject} voted your entry {item:$object}.";"{item:$subject} voted your entry {item:$object}."
"Voting has been started on the contest {item:$object}.";"Voting has been started on the contest {item:$object}."
"Voting has been ended on the contest {item:$object}.";"Voting has been ended on the contest {item:$object}."
"You have got the {var:$rank} rank award in the contest {item:$object}.";"You have got the {var:$rank} rank award in the contest {item:$object}."
"{item:$subject} created a new contest {item:$object}:";"{item:$subject} created a new contest {item:$object}:"
"{item:$subject} participated in the contest {itemParent:$object:contest}:";"{item:$subject} participated in the contest {itemParent:$object:contest}:"
"{item:$subject} commented on {item:$owner} {item:$object:contest}: {body:$body}";"{item:$subject} commented on {item:$owner} {item:$object:contest}: {body:$body}"
"{item:$subject} commented on {item:$owner} {item:$object:entry}: {body:$body}";"{item:$subject} commented on {item:$owner} {item:$object:entry}: {body:$body}"
"{item:$subject} likes the contest {item:$object}:";"{item:$subject} likes the contest {item:$object}:"
"{item:$subject} likes the entry {item:$object}:";"{item:$subject} likes the entry {item:$object}:"
"{item:$subject} added contest {item:$object} to favorite:";"{item:$subject} added contest {item:$object} to favorite:"
"{item:$subject} added entry {item:$object} to favorite:";"{item:$subject} added entry {item:$object} to favorite:"
"{item:$subject} followed contest {item:$object}:";"{item:$subject} followed contest {item:$object}:"
"{item:$subject} voted for the entry {item:$object}:";"{item:$subject} voted for the entry {item:$object}:"
"{item:$subject} entry of {item:$object:contest}: has been win the contest:";"{item:$subject} entry of {item:$object:contest}: has been win the contest:"
"ADMIN_ACTIVITY_TYPE_SESCONTEST_CREATE";"When a user (subject)  creates a new contest (object)."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_FOLLOW_CONTEST";"When a user (subject) follows a contest (object)."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_FAVOURITE_CONTEST";"When a user (subject) marks a contest (object) as favourite."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_FAVOURITE_CONTEST_ENTRY";"When a user (subject) marks a entry (object) as favourite."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_CREATE_ENTRY";"When a user (subject)  participates in a contest (object)."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_LIKE_CONTEST";"When a user (subject)  likes a contest (object)."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_LIKE_CONTEST_ENTRY";"When a user (subject)  votes for an entry (object)."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_VOTE_CONTEST_ENTRY";"When a user (subject)  likes a entry (object)."
"ADMIN_ACTIVITY_TYPE_COMMENT_SESCONTEST";"When a user (subject) comments on a contest (object)."
"ADMIN_ACTIVITY_TYPE_COMMENT_SESCONTEST_ENTRY";"When a user (subject)  comments on an entry (object)."
"ADMIN_ACTIVITY_TYPE_SESCONTEST_WINNER_CONTEST_ENTRY";"When a entry (subject) of a contest (object) is announced as winner."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_CREATE";"When I create a new contest."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_FOLLOW_CONTEST";"When I follow a contest."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_FAVOURITE_CONTEST";"When I mark a contest as favourite."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_FAVOURITE_CONTEST_ENTRY";"When I mark an entry as favourite."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_CREATE_ENTRY";"When I participate in a contest."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_LIKE_CONTEST";"When I like a contest."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_LIKE_CONTEST_ENTRY";"When I like an entry."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_VOTE_CONTEST_ENTRY";"When I vote for an entry."
"_ACTIVITY_ACTIONTYPE_COMMENT_SESCONTEST";"When I comment on a contest."
"_ACTIVITY_ACTIONTYPE_COMMENT_SESCONTEST_ENTRY";"When I comment on an entry."
"_ACTIVITY_ACTIONTYPE_SESCONTEST_WINNER_CONTEST_ENTRY";"When an entry of my contest is announced as winner."
"ACTIVITY_TYPE_SESCONTEST_SEND_APPROVAL_CONTEST";"When my contest is sent to admin for approval."
"ACTIVITY_TYPE_SESCONTEST_APPROVED_CONTEST";"When my contest gets approved."
"ACTIVITY_TYPE_SESCONTEST_DISAPPROVED_CONTEST";"When my contest gets disapproved."
"ACTIVITY_TYPE_SESCONTEST_CREATE_ENTRY";"When someone submit an entry in my contest."
"ACTIVITY_TYPE_SESCONTEST_CREATE_ENTRY_FOLLOWED";"When someone submit an entry in contest I followed."
"ACTIVITY_TYPE_SESCONTEST_LIKE_CONTEST";"When someone like my contest."
"ACTIVITY_TYPE_SESCONTEST_LIKE_CONTEST_ENTRY";"When someone like my entry."
"ACTIVITY_TYPE_SESCONTEST_CONTEST_LIKE_FOLLOWED";"When someone like a contest I followed."
"ACTIVITY_TYPE_FOLLOW_SESCONTEST";"When someone follow my contest."
"ACTIVITY_TYPE_COMMENT_SESCONTEST_FOLLOWED";"When people commented on contest that I followed."
"ACTIVITY_TYPE_SESCONTEST_VOTE_CONTEST_ENTRY";"When someone vote for my entry."
"ACTIVITY_TYPE_SESCONTEST_VOTE_START_ENTRY";"When voting on a contest I participated has started."
"ACTIVITY_TYPE_SESCONTEST_VOTE_END_ENTRY";"When voting on a contest I participated has ended."
"ACTIVITY_TYPE_SESCONTEST_WINNER_CONTEST_ENTRY";"When I win a contest."
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_TITLE";"Contest Entry Video Processed"
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_DESCRIPTION";"This email is sent to the owner of the contest when the uploaded video has been processed and is ready for viewing."
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_SUBJECT";"Your entry video ""[object_title]"" has finished processing"
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_BODY";"[header]

Your entry video has been processed and is ready to be viewed. Please click the following link to view it:

http://[host][object_link]

[footer]"
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_FAILED_TITLE";"Contest Entry Video Processing Failed"
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_FAILED_DESCRIPTION";"This email is sent to the owner of the entry when the uploaded video has failed to be processed."
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_FAILED_SUBJECT";"Your contest entry video ""[object_title]"" has failed to process"
"_EMAIL_NOTIFY_SESCONTEST_PROCESSED_FAILED_BODY";"[header]

We apologize, but there was a problem processing your contest entry video. The message was:
""[message]""

Please click the following link to view it:

http://[host][message_link]

[footer]"
"_EMAIL_SESCONTEST_ADMIN_APPROVAL_TITLE";"Contest Created and waiting for approval"
"_EMAIL_SESCONTEST_ADMIN_APPROVAL_DESCRIPTION";" This email will be sent to the admin for approving the contest when someone creates a contest."
"_EMAIL_SESCONTEST_ADMIN_APPROVAL_SUBJECT";"New Contest is waiting for Admin Approval."
"_EMAIL_SESCONTEST_ADMIN_APPROVAL_BODY";"[header]

Someone has created a contest on your website, please take action to approve or disapprove that contest.

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_SEND_APPROVAL_CONTEST_TITLE";"Contest Sent for Approved"
"_EMAIL_SESCONTEST_SEND_APPROVAL_CONTEST_DESCRIPTION";" This email will be sent to member when his contest is sent to admin for approval."
"_EMAIL_SESCONTEST_SEND_APPROVAL_CONTEST_SUBJECT";"Contest has been sent for approval"
"_EMAIL_SESCONTEST_SEND_APPROVAL_CONTEST_BODY";"[header]

Your contest '[contest_title]' has been sent to administrator for its approval. You will be notified with its status (approved / disapproved) when admin take any action on it. 

[footer]"
"_EMAIL_SESCONTEST_APPROVED_CONTEST_TITLE";"Contest Approved"
"_EMAIL_SESCONTEST_APPROVED_CONTEST_DESCRIPTION";" This email will be sent to member when his contest gets approved."
"_EMAIL_SESCONTEST_APPROVED_CONTEST_SUBJECT";"Congratulations your contest has been approved."
"_EMAIL_SESCONTEST_APPROVED_CONTEST_BODY";"[header]

Congratulations '[member_name]'!!! Your contest '[contest_title]' has been approved by the administrator. Click on the following link to view your contest: 

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_DISAPPROVED_CONTEST_TITLE";"Contest Disapproved"
"_EMAIL_SESCONTEST_DISAPPROVED_CONTEST_DESCRIPTION";"This email will be sent to the member when his contest gets disapproved."
"_EMAIL_SESCONTEST_DISAPPROVED_CONTEST_SUBJECT";"Your contest has been disapproved."
"_EMAIL_SESCONTEST_DISAPPROVED_CONTEST_BODY";"[header]

Sorry '[member_name]'!!! Your contest '[contest_title]' has been disapproved by the administrator.

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_CREATE_ENTRY_TITLE";"Entry Submission in Member’s Contest"
"_EMAIL_SESCONTEST_CREATE_ENTRY_DESCRIPTION";"This email will be sent to the member when a new entry get submitted to his contest."
"_EMAIL_SESCONTEST_CREATE_ENTRY_SUBJECT";"New entry has been submitted to your contest."
"_EMAIL_SESCONTEST_CREATE_ENTRY_BODY";"[header]

Great!! New entry '[entry_title]' has been submitted to your contest '[contest_title]'. Click on the following link to view that entry:

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_CREATE_ENTRY_FOLLOWED_TITLE";"Entry Submission in Contest Member Followed"
"_EMAIL_SESCONTEST_CREATE_ENTRY_FOLLOWED_DESCRIPTION";"This email will be sent to the member when a new entry get submitted to a contest he followed."
"_EMAIL_SESCONTEST_CREATE_ENTRY_FOLLOWED_SUBJECT";"New entry has been submitted to a contest you followed."
"_EMAIL_SESCONTEST_CREATE_ENTRY_FOLLOWED_BODY";"[header]

New entry ‘[entry_title]’ has been submitted to contest ‘[contest_title]’ you followed. Click on the following link to view that entry:

http://[host][object_link]

[footer]"
